"","X","Amplitude_ID","Merged_ID","Total_Events","Total_Sessions","Usage_Time","First_Seen","Last_Seen","Num_Purchases","Total_Spent","amplitude_id","user_id","carrier","city","country","device","device_type","dma","ip_address","language","library","os","paying","platform","region","start_version","version","gp.Active.Projects","gp.Collected.Daily.Artwork","gp.Push.Enabled","gp.camera_permission","gp.camera_roll_count","gp.daily_artwork_count","gp.photos_permission","gp.project_count","gp.push_enabled"
"330","V2329",7676988183,"","5","2","a few seconds","Jun 30th, 2016 (UTC)","Jul 27th, 2016 (UTC)","0","$0.00",7676988183,"CloudKit-e5824e6e5ec9cae41eee7507eb1dd21080a9adc0a5f30470687820549f5c17467487579139b1d710d7bc239de35a729e9ca99a061643f45669e4bbfd6ca2d80e","Telkomsel","Jakarta","Indonesia","Apple iPhone","Apple iPhone 6s Plus","","111.94.232.121","English","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Jakarta","3.3.3","3.3.3",NA,NA,"","false",0,0,"true",0,"false"
"331","V2330",8301184191,"","2","1","a few seconds","Jul 21st, 2016 (UTC)","Jul 21st, 2016 (UTC)","0","$0.00",8301184191,"","","Changsha","China","Apple iPad","Apple iPad Mini 2","","175.11.111.168","Chinese","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Hunan","3.5.1","3.5.1",NA,NA,"","false",192,0,"true",11,"false"
"332","V2331",8059621213,"","23","1","a minute","Jul 13th, 2016 (UTC)","Jul 13th, 2016 (UTC)","0","$0.00",8059621213,"","Verizon","Princeton","United States","Apple iPhone","Apple iPhone 6","Philadelphia, PA","73.226.115.174","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","New Jersey","3.4.0","3.4.0",NA,NA,"","false",845,0,"true",1,"false"
"333","V2332",6950927183,"","77","6","8 minutes","Jun 6th, 2016 (UTC)","Jul 21st, 2016 (UTC)","0","$0.00",6950927183,"CloudKit-b99b7a06453a8ffea4ddbebff0dcbc364ae59aea1a46392b5d65e72072ac3f0e8667c1cd4a7fa7ac5b870ab05b48240895078a859f18b819536957a0894498c9","Carrier","Riyadh","Saudi Arabia","Apple iPad","Apple iPad 4","","2.89.203.89","Arabic","amplitude-ios/3.8.2","ios 10.0","","iOS","Ar Riyāḑ","3.3.3","3.5.1",NA,NA,"","false",51,0,"true",12,"false"
"334","V2333",6451297020,"","95","2","5 minutes","May 22nd, 2016 (UTC)","Jul 16th, 2016 (UTC)","0","$0.00",6451297020,"CloudKit-d85ba636727a480f04c8d20e89ef16d46d3f2f6d8c68c130675136ab254da2dbe613c915afaaf1a8f88fb92be549c2014bc048bba9ead5b4ac8e6ccbf966c16c","Telcel","Mazatlán","Mexico","Apple iPhone","Apple iPhone 6","","200.92.168.11","Spanish","amplitude-ios/3.8.2","ios 9.3","","iOS","Sinaloa","3.3.3","3.5.0",NA,NA,"","true",7563,0,"true",14,"false"
"335","V2334",6524603941,"","106","3","4 minutes","May 24th, 2016 (UTC)","Jul 17th, 2016 (UTC)","0","$0.00",6524603941,"CloudKit-56f90ac0833deeb86130a0b4b24b429e8a90ab51649032712914a78bfac64d971a0c1ab27be42f62c80e086c935ec94013edb1b8fcd067d571df19c16032e103","Bell","Spruce Grove","Canada","Apple iPhone","Apple iPhone 6","","23.17.244.210","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Alberta","3.3.3","3.5.0",NA,NA,"","false",956,0,"true",17,"true"
"336","V2335",6116750912,"","100","4","9 minutes","May 10th, 2016 (UTC)","Jul 13th, 2016 (UTC)","0","$0.00",6116750912,"CloudKit-db18508a5202c45c94dc978c92fb296e7b23d9933560f00b8714011ed5af708b9661defecc0c999e1607d6d5659f852dc194df7616f5fc9cbe29f4b065e9c913","AT&T","Escondido","United States","Apple iPhone","Apple iPhone 6","San Diego, CA","68.111.160.137","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","California","3.3.3","3.4.0",NA,NA,"","true",3080,0,"true",4,"true"
"337","V2336",7584000599,"","39","1","a minute","Jun 27th, 2016 (UTC)","Jun 27th, 2016 (UTC)","0","$0.00",7584000599,"CloudKit-ccda0d7bd3b8da1ef833e35b0ab9b6221a299570c16ffd906dfba92c6a20c90b670a5713df9213859094e62391784a631be48a3ef9fba1dd06d1e0e661ae4d5a","TIM","Cocal","Brazil","Apple iPhone","Apple iPhone 6s","","179.180.134.251","Portuguese","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Piaui","3.3.3","3.3.3",NA,NA,"","false",963,0,"true",1,"false"
"338","V2337",6591096700,"7978105729, 6632848038","52","2","3 minutes","Feb 6th, 2016 (UTC)","Jul 11th, 2016 (UTC)","0","$0.00",6591096700,"CloudKit-9d4b159f76a3e7536048e5d1fc765974559b6781c6363970c5897d4863eb3df65886317de1965a91389d1b96998cf4429c8596e22bb888662636852bfeee6f2e","Carrier","Sangrur","India","Apple iPhone","Apple iPhone 5s","","59.91.252.3","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Punjab","","3.4.0",NA,NA,"","false",269,0,"true",0,"false"
"339","V2338",7919406242,"","48","1","26 minutes","Jul 8th, 2016 (UTC)","Jul 8th, 2016 (UTC)","0","$0.00",7919406242,"CloudKit-0e37ba5eef4d4be7bbf6e558d735f5302a35dddb9a9f2f7cd5ab1573432db017d9d53860fc89d134c2776dd85997b6e12e78c891b40d6195c270c1f81dfef30e","AT&T","Florissant","United States","Apple iPhone","Apple iPhone 6","St. Louis, MO","71.11.150.55","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Missouri","3.4.0","3.4.0",NA,NA,"","false",385,0,"true",1,"false"
"340","V2339",6468369718,"","100","4","7 minutes","May 22nd, 2016 (UTC)","Jul 26th, 2016 (UTC)","0","$0.00",6468369718,"CloudKit-308c5725c4ca56c7b1a70ef7df77d0e4076166f06067da6b2836b9a2128dd29f4533e4d6789fabc20b638ee963700a7ae6c4c558aecfc88909157c1049d1080b","STC","Riyadh","Saudi Arabia","Apple iPhone","Apple iPhone 5s","","93.168.229.106","Arabic","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Ar Riyāḑ","3.3.2","3.5.1",NA,NA,"","false",141,0,"true",12,"false"
"341","V2340",5832993766,"","","","","","","","",5832993766,"CloudKit-2a5dc3cfbbe59eba673b01a45cc90a6172470b2a5c9dba1169a724c70b2a922e4c6b842bc9c10a21204aa8e604607e63cb3232864534850127976e4be324cacb","Cyta-Voda","Nicosia","Cyprus","Apple iPhone","Apple iPhone 5","","83.168.6.5","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Nicosia","3.3.2","3.4.0",NA,NA,"","false",533,0,"true",3,"true"
"342","V2341",5790027097,"","","","","","","","",5790027097,"CloudKit-79d0d1a026560bf3a0067562ff07aafef995165db09e77770ecc287b6cf24c9543b7f4d87b60f42a4c3e66f7d9b40e9ea4944d9fd8a2fcdb2cdae34cb2a925d5","","Bhopal","India","Apple iPad","Apple iPad Air 2","","110.224.211.104","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Madhya Pradesh","3.3.2","3.4.0",NA,NA,"","true",1287,0,"true",171,"false"
"343","V2342",7757856970,"","42","1","5 minutes","Jul 3rd, 2016 (UTC)","Jul 3rd, 2016 (UTC)","0","$0.00",7757856970,"CloudKit-95ca977853a6a91584ed4f2f74826370a15f30f32966fbba73887a4fc2b4df497baac25a1129ddf5e945987417e001324b57f1288846bb1c3da76113426ef5f2","Viettel","Bac Giang","Vietnam","Apple iPhone","Apple iPhone 4s","","113.184.46.22","Vietnamese","amplitude-ios/3.8.1","ios 8.4.1","","iOS","Tinh Bac Giang","3.4.0","3.4.0",NA,NA,"","false",1202,0,"true",1,"false"
"344","V2343",7715286225,"","","","","","","","",7715286225,"CloudKit-5523fc65bc45f5cd2568cb311e97e6f6142569b67e2a83c8f3e033362008d2860de4c894cb124f5410e2a7a00411a57aed719fb83b74cecc11417a1148567ae7","vf es","Barcelona","Spain","Apple iPhone","Apple iPhone 5s","","193.47.145.209","Catalan","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Barcelona","3.4.0","3.5.1",NA,NA,"","false",150,0,"true",19,"false"
"345","V2344",6594939199,"","","","","","","","",6594939199,"CloudKit-a3d902653ca5d9e9fec8eb00bea4e7f7be00936745e95805d3576213f4c5d9130c17250c708268fcff117a55170a4b9a18e75f9e35e38a114c8af7b84033c08e","CELCOM","Kuala Lumpur","Malaysia","Apple iPhone","Apple iPhone 6s","","203.106.70.16","English","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Kuala Lumpur","","3.3.3",9,NA,"true","false",4941,0,"true",9,"true"
"346","V2345",8281545653,"","2","1","a few seconds","Jul 20th, 2016 (UTC)","Jul 20th, 2016 (UTC)","0","$0.00",8281545653,"","T-Mobile","Anaheim","United States","Apple iPhone","Apple iPhone 6s","Los Angeles, CA","172.56.17.100","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","California","3.5.1","3.5.1",NA,NA,"","false",0,0,"false",11,"false"
"347","V2346",5925947590,"","","","","","","","",5925947590,"CloudKit-28c61b13b8b396c06146f2e482d087b5fd32305d23d88f5b14fe1323e56f69df16215167d02caf62c16fe04aa4c5250387bd739bde975c6ac137d640dbbd2aa8","T-Mobile","Brno","Czech Republic","Apple iPhone","Apple iPhone 6s","","46.13.176.227","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Mesto Brno","3.3.2","3.5.1",NA,1,"","true",7334,352,"true",38,"true"
"348","V2347",6445760087,"7502588404","175","9","9 minutes","Apr 25th, 2016 (UTC)","Jul 6th, 2016 (UTC)","0","$0.00",6445760087,"CloudKit-c092b24b0206ce2bb597caeae22aba41297c0f8d0dfaeaf735fe9a2d3627e51955e92851f6d8b3e0269dc6c9abeb675b2652c9adc850f0d263241f0a011590fc","MegaFon","Moscow","Russia","Apple iPhone","Apple iPhone 6s","","31.173.80.133","Russian","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Moscow","3.3.1","3.4.0",16,NA,"true","false",6972,0,"true",25,"true"
"349","V2348",7803066427,"","6","2","a few seconds","Jul 4th, 2016 (UTC)","Jul 17th, 2016 (UTC)","0","$0.00",7803066427,"CloudKit-fa2383a402a1afd4c8e755db2a602e6d77d8487f51d407a3f2bf5229c889145239b5b2e84ed5e3cd9478fc26f7fcd6256b41b583ae7d4dc1e52a55a7ad24831c","Turkcell","Ankara","Turkey","Apple iPhone","Apple iPhone 5s","","85.98.162.81","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Ankara","3.4.0","3.5.0",NA,NA,"","false",1218,0,"true",11,"false"
"350","V2349",6589929213,"","10","1","a few seconds","Mar 1st, 2016 (UTC)","Jul 12th, 2016 (UTC)","0","$0.00",6589929213,"CloudKit-8ca769d4ab859306a6c89896035f240ec95c0f69a41f33a3a4ff4eb908284f3d621bd46f95e576eb4a9a0e211ddf3240cf87279952e1dc1460e1ef13d018e8bd","AT&T","","United States","Apple iPhone","Apple iPhone 6s Plus","","107.77.230.49","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","California","","3.4.0",NA,NA,"","true",896,0,"true",3,"false"
"351","V2350",6498696080,"","110","3","8 minutes","May 23rd, 2016 (UTC)","Jul 25th, 2016 (UTC)","0","$0.00",6498696080,"CloudKit-f7259621e009bf873ace250d362fd101fc78d57c457b5e6b50b4347585a617717385e11aa47435a7356decc9e309e369f5eb2abeebb61c950e854ae38b58b5f1","EE","Gravesend","United Kingdom","Apple iPhone","Apple iPhone 6s","","176.254.60.119","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Kent","3.3.3","3.5.1",NA,NA,"","true",2883,0,"true",11,"false"
"352","V2351",6594361433,"","23","1","4 minutes","Feb 17th, 2016 (UTC)","Jul 1st, 2016 (UTC)","0","$0.00",6594361433,"CloudKit-7db469eaefd1035c5a8251e91a71f549e63b7afd62604363ee80b2915fd236dcbc21a6d670dd6ace3b838e99e97c02cb6ba2b3f04ba4cc9730136c319df23d9d","Telekom.de","Remscheid","Germany","Apple iPhone","Apple iPhone 6","","79.231.4.55","German","amplitude-ios/3.8.1","ios 9.3.2","","iOS","North Rhine-Westphalia","","3.4.0",NA,NA,"","false",1058,0,"true",2,"false"
"353","V2352",6591980839,"","","","","","","","",6591980839,"CloudKit-7f7e9b999bc36d1259c25dc8315d4a5140adce997ed140763cbfa1dd974b73dc4c8381f7fb94d1cc5ddce8465488795ca059f9f2b9d56404a38b862b97650049","Telekom HU","Budapest","Hungary","Apple iPhone","Apple iPhone 5s","","89.133.90.251","Hungarian","amplitude-ios/3.8.2","ios 9.1","true","iOS","Budapest","","3.5.1",NA,NA,"","false",703,18,"true",13,"true"
"354","V2353",6592003340,"","3","1","a few seconds","Feb 12th, 2016 (UTC)","Jul 20th, 2016 (UTC)","0","$0.00",6592003340,"CloudKit-7cda211c443eb472917c15a6c9f8920821eb5b5af30a4d151d3329338af28bee37f3f23524cb6faf7dc528111c1bf482e067bf352a2922082488ca86195fa178","中国电信","Hangzhou","China","Apple iPhone","Apple iPhone 6s Plus","","36.105.145.15","Chinese","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Zhejiang","","3.5.1",NA,NA,"","false",3581,0,"true",13,"false"
"355","V2354",6302825072,"","67","3","7 minutes","May 17th, 2016 (UTC)","Jul 25th, 2016 (UTC)","0","$0.00",6302825072,"CloudKit-69baad0707b6480b6e7c23514ad33e7543113fd767cf9b6c6a933f954d051fb89673525dbb770c63c4593dceeb8ba703a074ea2266dba8dd4d00a9034203dc91","Sonera","","Finland","Apple iPhone","Apple iPhone 6s Plus","","188.238.84.174","English","amplitude-ios/3.8.1","ios 9.3","","iOS","","3.3.3","3.4.0",NA,NA,"","false",262,0,"true",3,"false"
"356","V2355",7549205465,"","165","1","8 minutes","Jun 26th, 2016 (UTC)","Jun 26th, 2016 (UTC)","0","$0.00",7549205465,"","Telstra","Rivett","Australia","Apple iPhone","Apple iPhone 6","","27.33.64.210","English","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Australian Capital Territory","3.3.3","3.3.3",NA,NA,"","false",4059,0,"true",1,"false"
"357","V2356",6903011457,"","154","3","11 minutes","Jun 5th, 2016 (UTC)","Jul 19th, 2016 (UTC)","0","$0.00",6903011457,"CloudKit-656a2188a0a4713340f6e25c9536b06056b5936056271937aaaa2791a4dd16b94dc7f352f3479b9973999ec2e304e6dfc9b20aa666280c5b4d54473e5af07a79","Carrier","Lagos","Nigeria","Apple iPhone","Apple iPhone 5s","","41.206.1.16","English","amplitude-ios/3.8.2","ios 9.3.1","","iOS","Lagos","3.3.3","3.5.1",NA,NA,"","false",1113,0,"true",13,"true"
"358","V2357",5892986453,"","","","","","","","",5892986453,"CloudKit-e647f2f8ca33925c8dbddccbf668054c17a2daad39a55fe816e561a59bb0eeb6f81385a304c9688c5fe4a108aa872d3f3a79537c402af8ab0d5482eca49e5874","AT&T","Sioux Falls","United States","Apple iPhone","Apple iPhone 6","Sioux Falls(Mitchell), SD","216.254.243.163","English","amplitude-ios/3.8.2","ios 9.3.2","true","iOS","South Dakota","3.3.2","3.5.1",NA,NA,"","false",2851,12,"true",31,"false"
"359","V2358",6595009199,"7796221816","10","1","a few seconds","Mar 5th, 2016 (UTC)","Jul 4th, 2016 (UTC)","0","$0.00",6595009199,"CloudKit-73fa2343c376be4f7ebe05f743e1e6cef194b25e0858e20ab97ff4f33b7a5e8a6312aa5c7ad625ca1b8b8e996fe48ab810a1f336a5ea30c8e7fd77ee4c15dd5c","ソフトバンク","","Japan","Apple iPhone","Apple iPhone 6s","","60.137.69.148","Japanese","amplitude-ios/3.8.1","ios 9.3.2","","iOS","","","3.4.0",NA,NA,"","false",0,0,"false",0,"true"
"360","V2359",6593305760,"","3","1","a few seconds","Feb 7th, 2016 (UTC)","Jun 26th, 2016 (UTC)","0","$0.00",6593305760,"CloudKit-cba73e05918359e882dddda8a386ed6d477eca596caf6e0b528f69419fe38b53154346a9034d169b41ae7c45ee4ec12af08409e0db0f160bb5e151133ae989c9","DSTCom","Dunedin","New Zealand","Apple iPhone","Apple iPhone 5s","","139.80.253.1","English","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Otago","","3.3.3",NA,NA,"","false",666,0,"true",1,"false"
"361","V2360",5937915632,"","","","","","","","",5937915632,"CloudKit-48d52e9d889e4f9563d2f828b359c18087db935e72d6b0ac688d70156f141e05429aade0dbac409fb70403505f63677327dba3036f9031af0bfdf98b42b18af3","Turkcell","Bursa","Turkey","Apple iPhone","Apple iPhone 6s Plus","","176.238.12.14","Turkish","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Bursa","3.3.1","3.4.0",2,NA,"true","false",749,2,"true",10,"true"
"362","V2361",5877633529,"","","","","","","","",5877633529,"CloudKit-3377f16c9501b0e3b93ca4c486bac060aa1d8f89ee77e87b24767a9391a2284b49cb8165ef3d879a01f8a17895141e57ed57b0d9c87add9e8d9b5140a65d81ee","中国联通","","Hong Kong","Apple iPhone","Apple iPhone 6s","","180.150.157.58","Chinese","amplitude-ios/3.8.2","ios 9.3.2","true","iOS","","3.3.2","3.5.0",NA,NA,"","true",5516,0,"true",22,"false"
"363","V2362",5810670811,"","102","4","10 minutes","Apr 29th, 2016 (UTC)","Jul 5th, 2016 (UTC)","0","$0.00",5810670811,"CloudKit-0dad3f759dc05c8faeefe73fd811b57bafd56ec20dea92ec1790ba037988db84b0531da680c377c68a2f4139215c411fa38282e56ddf20ea865c8da588e17b4a","AT&T","Vancouver","United States","Apple iPhone","Apple iPhone 6s Plus","Portland, OR","67.160.183.26","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Washington","3.3.2","3.4.0",NA,NA,"","false",11505,0,"true",11,"false"
"364","V2363",5974857478,"","43","5","3 minutes","Apr 21st, 2016 (UTC)","Jul 16th, 2016 (UTC)","0","$0.00",5974857478,"CloudKit-82da55f1960e91143acc7658f3bce9dffa0daea384228cb7276c1ef838a3a6844e7de5be57db4ef35f9b1d9fc32ead5394c5fab65d785130ab7fe757e374bde0","MegaFon","","Russia","Apple iPhone","Apple iPhone 5s","","31.148.46.196","Russian","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Dagestan","","3.5.0",NA,NA,"true","true",60,0,"true",19,"true"
"365","V2364",8076218195,"","145","2","13 minutes","Jul 14th, 2016 (UTC)","Jul 20th, 2016 (UTC)","0","$0.00",8076218195,"4F8DACBB-5715-47A9-8AA5-FF0006FF8937","AT&T","Brooklyn","United States","Apple iPhone","Apple iPhone 6s","New York, NY","166.172.62.197","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","New York","3.4.0","3.5.1",NA,NA,"","true",7972,0,"true",14,"false"
"366","V2365",6591571603,"","34","2","6 minutes","May 2nd, 2016 (UTC)","Jul 8th, 2016 (UTC)","0","$0.00",6591571603,"CloudKit-2b0154bb472f4f8f09a4438d9f9fa6758ed03fa1cadff906c41af5a2e66b35b11a784b25e915290994a7f5f420a3778dd14347e7fc513f595955d18340c47c19","ENTEL PCS","Concepción","Chile","Apple iPhone","Apple iPhone 6s","","190.95.41.60","Spanish","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Region del Biobio","","3.3.3",NA,NA,"","false",3341,0,"true",0,"true"
"367","V2366",6552787282,"","169","5","17 minutes","May 25th, 2016 (UTC)","Jul 15th, 2016 (UTC)","0","$0.00",6552787282,"3F1B0FED-F56E-4380-BCB9-41ED3B7ADBC8","Globe","Manila","Philippines","Apple iPhone","Apple iPhone 6s","","49.146.183.201","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","National Capital Region","3.3.3","3.4.0",NA,NA,"","false",9901,0,"true",6,"false"
"368","V2367",7333655737,"","81","5","5 minutes","Jun 19th, 2016 (UTC)","Jul 16th, 2016 (UTC)","0","$0.00",7333655737,"CloudKit-6e1872ea2cc125d8ba6afac00839c1a92b7a8e7368f535e9edce14a053c5ed973cd45a45e2a7717e69a47c48bd6271ca5f2f6d179fceb5b280d7a7d88ce870ad","Orange France","Budapest","Hungary","Apple iPhone","Apple iPhone 6","","176.63.155.170","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Budapest","3.3.3","3.4.0",NA,NA,"","false",7226,0,"true",3,"false"
"369","V2368",7722024380,"","16","1","2 minutes","Jul 1st, 2016 (UTC)","Jul 1st, 2016 (UTC)","0","$0.00",7722024380,"CloudKit-df8a92a1a8173203fa94cd69b8178fe433f4b5d461115310349bfc27f4d2d9be681c67041fe0181be1fde40a4eb55b522b4736efcb94ef794bc7df935c05b3a3","","","Netherlands","Apple iPad Pro","","","109.236.91.24","Dutch","amplitude-ios/3.8.1","ios 9.3.2","","iOS","","3.4.0","3.4.0",NA,NA,"","false",2485,0,"true",0,"false"
"370","V2369",7778139691,"","18","1","a minute","Jul 3rd, 2016 (UTC)","Jul 3rd, 2016 (UTC)","0","$0.00",7778139691,"CloudKit-5b80394f80a03c506eae15a4f93444daba97105b19bd0936894eed6fe7d47b5cab8f89a1686e7f3c6e28a9c5cb848a3126b58484981aae1fccb1550521e86bff","T-Mobile","Hyattsville","United States","Apple iPhone","Apple iPhone 6s","Washington, DC (Hagerstown, MD)","172.56.3.236","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Maryland","3.4.0","3.4.0",NA,NA,"","false",82,0,"true",0,"false"
"371","V2370",6217848582,"6671138551","","","","","","","",6217848582,"CloudKit-fb97664234c7ac38d68a77f80dbb4aed5580a1b2ac3b4d3be29ccf5d7c0c11f2d7016c5c94e3d873b8eae129aa1f0541e24983b907a72782f6b9a1f4b6c201fd","movistar","Saltillo","Mexico","Apple iPhone","Apple iPhone 5","","187.156.88.32","Spanish","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Coahuila","3.3.3","3.3.3",NA,NA,"","false",239,0,"true",13,"false"
"372","V2371",5916440956,"","","","","","","","",5916440956,"CloudKit-c4affb7f6c4c75c460ce124c5d427053912f21b56ee56ff79d407d237b86c0166e89a046f45ed4deab609c24a8fa8c93e7c682a6d73555d8b41429138fa3d418","","Morelia","Mexico","Apple iPad","Apple iPad Mini 2","","187.134.81.98","Spanish","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Michoacán","3.3.1","3.5.1",5,NA,"","true",1682,58,"true",21,"true"
"373","V2372",6590036063,"","20","1","2 minutes","Mar 27th, 2016 (UTC)","Jul 2nd, 2016 (UTC)","0","$0.00",6590036063,"CloudKit-03136ccd5a381bf06771b329e9945a686a4917011b97cfe4e40382c907c497d57ccc73905cad10d479b5bfd6ece8881610ca92b4d83db0f8075b3c33c0640624","Vodafone.de","Cologne","Germany","Apple iPhone","Apple iPhone 5s","","88.74.15.126","German","amplitude-ios/3.8.1","ios 9.3.2","","iOS","North Rhine-Westphalia","","3.4.0",NA,NA,"","false",3673,0,"true",1,"false"
"374","V2373",8129166727,"","2","1","a few seconds","Jul 15th, 2016 (UTC)","Jul 15th, 2016 (UTC)","0","$0.00",8129166727,"","","Riyadh","Saudi Arabia","Apple iPad","Apple iPad Mini","","2.88.3.159","Arabic","amplitude-ios/3.8.2","ios 9.3.1","","iOS","Ar Riyāḑ","3.5.0","3.5.0",NA,NA,"","false",180,0,"true",12,"false"
"375","V2374",7455500110,"","41","2","2 minutes","Jun 23rd, 2016 (UTC)","Jun 28th, 2016 (UTC)","0","$0.00",7455500110,"","o2-de","Tübingen","Germany","Apple iPhone","Apple iPhone 6s","","46.5.18.21","German","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Baden-Württemberg Region","3.3.3","3.3.3",NA,NA,"","true",1447,0,"true",2,"false"
"376","V2375",6591535586,"","5","1","a few seconds","Feb 5th, 2016 (UTC)","Jul 15th, 2016 (UTC)","0","$0.00",6591535586,"CloudKit-1896984ccde01fc6ce36dc3b3332adfc9848c3903afcdc406c7fcb369cb0fc1c635660756f5c812bbf61db00e3d62f7c807bb7e867836cd7c72aa65423c31a60","E-Plus","Bielefeld","Germany","Apple iPhone","Apple iPhone 6 Plus","","84.63.14.219","German","amplitude-ios/3.8.2","ios 9.3.2","","iOS","North Rhine-Westphalia","","3.5.0",NA,NA,"","true",449,0,"true",11,"false"
"377","V2376",7581886308,"","25","1","3 minutes","Jun 27th, 2016 (UTC)","Jun 27th, 2016 (UTC)","0","$0.00",7581886308,"","Carrier","Yangon","Myanmar (Burma)","Apple iPad","Apple iPad Air 2","","103.25.14.242","English","amplitude-ios/3.7.0","ios 9.2.1","","iOS","Yangon Region","3.3.3","3.3.3",NA,NA,"","false",4716,0,"true",0,"false"
"378","V2377",6591871105,"","5","2","a few seconds","Feb 19th, 2016 (UTC)","Jul 19th, 2016 (UTC)","0","$0.00",6591871105,"CloudKit-1197d6602779dc8e708db435fa2029dd3379c7f16005b4bd773110c74074b3dddfc273212d4f4f0955b33f4d4dc0a7594d4ab18b8b533edc06ca1c7c0981760d","O2","Leeds","United Kingdom","Apple iPhone","Apple iPhone 6s","","94.2.69.72","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Leeds","","3.5.1",NA,NA,"","false",2620,0,"true",11,"true"
"379","V2378",6593010638,"","88","4","6 minutes","May 26th, 2016 (UTC)","Jul 15th, 2016 (UTC)","0","$0.00",6593010638,"","Telstra","Pemulwuy","Australia","Apple iPhone","Apple iPhone 6s","","101.191.14.167","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","New South Wales","3.3.3","3.5.0",NA,NA,"","false",0,1,"false",13,"false"
"380","V2379",8391842713,"","180","3","13 minutes","Jul 24th, 2016 (UTC)","Jul 24th, 2016 (UTC)","0","$0.00",8391842713,"CloudKit-0aec067ea134b2edeb7c19a1ed68107ac8e6b7b3b38462d0f19944ad75b9aca43c22f134c73d619b99b0ea25b38d25be4922ac07d782368059b59d60a7ae9c96","vf es","Elgoibar","Spain","Apple iPhone","Apple iPhone 6s","","159.147.173.190","Spanish","amplitude-ios/3.8.2","ios 9.3.3","","iOS","Gipuzkoa","3.5.1","3.5.1",NA,NA,"","false",234,0,"true",12,"false"
"381","V2380",8196949197,"","15","1","a minute","Jul 18th, 2016 (UTC)","Jul 18th, 2016 (UTC)","0","$0.00",8196949197,"","Telcel","Monterrey","Mexico","Apple iPhone","Apple iPhone 5s","","187.167.223.39","Spanish","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Nuevo León","3.3.3","3.3.3",NA,NA,"","false",6058,0,"true",2,"false"
"382","V2381",6592945046,"","58","1","4 minutes","Mar 21st, 2016 (UTC)","Jul 6th, 2016 (UTC)","0","$0.00",6592945046,"CloudKit-3dd357900a249ccb496e5f97eb4146d90a7e67e44dca3483c1133bad1286d25a95f2b11156556eec3a2390217b94dbf5868a786b82376b695fc925df77ec1a9f","EE","","Portugal","Apple iPhone","Apple iPhone 6s","","213.58.204.114","English","amplitude-ios/3.7.0","ios 9.3.2","","iOS","","","3.3.3",NA,NA,"","false",1160,0,"true",1,"false"
"383","V2382",5790177473,"","","","","","","","",5790177473,"CloudKit-5812da55e4751c0f392f0a83da1ffd9edf3ebaec74c84dd44ea3c2bc190512359daaf2295f59ffe8502c64d9ef534c3e0b84b12c16cbb348ecede6c0636c6a92","Ooredoo","Doha","Qatar","Apple iPhone","Apple iPhone 6 Plus","","31.11.48.100","English","amplitude-ios/3.8.2","ios 9.3.2","true","iOS","Baladiyat ad Dawhah","3.3.2","3.5.1",NA,NA,"","true",774,365,"true",12,"true"
"384","V2383",8307642621,"","51","2","3 minutes","Jul 21st, 2016 (UTC)","Jul 23rd, 2016 (UTC)","0","$0.00",8307642621,"","DHIRAAGU","Malé","Maldives","Apple iPhone","Apple iPhone 6s Plus","","103.197.164.25","English","amplitude-ios/3.8.2","ios 10.0","","iOS","Kaafu Atoll","3.5.1","3.5.1",NA,NA,"","false",0,6,"false",11,"true"
